Iteration;Dist_previous;Curv_abscissa;Cart_abscissa;Cart_ordinate;Elevation;Curvature;Vel_perturb;Velocity;Mean_depth;True_elevation
1839;23.0887353480228;1307.5715998792;723736.91;6816157.14;0;0;0;0;1;0
1839;19.7153848555149;1327.28698473472;723749.61;6816172.22;0;0;0;0;1;0
1839;23.3143582369036;1350.60134297162;723766.68;6816188.1;0;0;0;0;1;0
1839;22.4590872481604;1373.06043021978;723784.93;6816201.19;0;0;0;0;1;0
1839;19.5294982013193;1392.5899284211;723803.76;6816206.37;0;0;0;0;1;0
1839;25.2683141502651;1417.85824257136;723827.57;6816214.83;0;0;0;0;1;0
1839;18.0910502734728;1435.94929284484;723844.51;6816221.18;0;0;0;0;1;0
1839;18.9991578761424;1454.94845072098;723863.03;6816225.42;0;0;0;0;1;0
1839;20.1463470633255;1475.0947977843;723881.55;6816233.35;0;0;0;0;1;0
1839;14.4535566558192;1489.54835444012;723894.78;6816239.17;0;0;0;0;1;0
1839;17.7472251351248;1507.29557957525;723912.24;6816242.35;0;0;0;0;1;0
1839;15.7417470441132;1523.03732661936;723927.59;6816245.84;0;0;0;0;1;0
1839;15.8937094474621;1538.93103606682;723943.47;6816245.18;0;0;0;0;1;0
1839;16.6580911272271;1555.58912719405;723960.01;6816247.16;0;0;0;0;1;0
1839;21.1600000000326;1576.74912719408;723981.17;6816247.16;0;0;0;0;1;0
1839;12.9984999132977;1589.74762710738;723993.74;6816250.47;0;0;0;0;1;0
1839;12.5873150434013;1602.33494215078;724006.31;6816251.13;0;0;0;0;1;0
1839;10.9068281363626;1613.24177028715;724016.89;6816248.48;0;0;0;0;1;0
1839;10.6363762626059;1623.87814654975;724027.51;6816249.07;0;0;0;0;1;0
1839;13.0945637577343;1636.97271030749;724039.77;6816244.47;0;0;0;0;1;0
1839;13.9223561224647;1650.89506642995;724053.53;6816242.35;0;0;0;0;1;0
1839;12.066565377042;1662.96163180699;724065.17;6816239.17;0;0;0;0;1;0
1839;17.992943061087;1680.95457486808;724081.05;6816230.71;0;0;0;0;1;0
1839;17.9761453041995;1698.93072017228;724094.28;6816218.54;0;0;0;0;1;0
1839;25.1155350332306;1724.04625520551;724117.43;6816208.8;0;0;0;0;1;0
1839;16.0979501801719;1740.14420538568;724133.31;6816211.44;0;0;0;0;1;0
1839;29.8475208350603;1769.99172622074;724162.54;6816217.48;0;0;0;0;1;0
1839;34.2958554341227;1804.28758165486;724183.7;6816244.47;0;0;0;0;1;0
1839;44.0322086664164;1848.31979032128;724199.05;6816285.74;0;0;0;0;1;0
1839;48.8634352043715;1897.18322552565;724194.82;6816334.42;0;0;0;0;1;0
1839;46.8126318423025;1943.99585736795;724186.35;6816380.46;0;0;0;0;1;0
1839;33.4201885097116;1977.41604587767;724173.12;6816411.15;0;0;0;0;1;0
1839;46.5514468088729;2023.96749268654;724142.96;6816446.61;0;0;0;0;1;0
1839;42.9537018195087;2066.92119450605;724103.9;6816464.48;0;0;0;0;1;0
1839;31.8566319625567;2098.7778264686;724072.05;6816465.13;0;0;0;0;1;0
1839;36.5446056210791;2135.32243208968;724035.54;6816466.72;0;0;0;0;1;0
1839;48.7356973891552;2184.05812947884;723986.85;6816468.83;0;0;0;0;1;0
1839;29.8968091942167;2213.95493867306;723957.49;6816463.19;0;0;0;0;1;0
1839;24.6957992381435;2238.6507379112;723934.34;6816454.59;0;0;0;0;1;0
1839;25.6895698679154;2264.34030777911;723909.6;6816447.67;0;0;0;0;1;0
