# 200;15
0;0
-306.182880996013;-128.399272741325
-671.626964703728;-256.798545363067
-928.425510066795;-325.936615273107
-1200.039356048;-345.690349550202
-1377.82296442227;-345.690349550202
-1540.79127205882;-355.567216628958
-1684.00584541828;-395.074685183148
-1758.0823488677;-474.089622171944
-1763.02078240707;-577.796727096796
-1753.14391520874;-721.011300456255
-1723.51331385289;-859.287440156754
-1693.88271249704;-992.625146437456
-1684.00584541828;-1106.20911844106
-1693.88271249704;-1214.85465678571
-1767.95921594645;-1249.42369180052
-1881.54318795006;-1234.60839106281
-2024.75776130952;-1195.10092250862
-2172.91076820836;-1145.71658687567
-2246.98727165778;-1204.97778970696
-2232.17197092006;-1293.86959377451
-2148.21860039188;-1387.69983150102
-2054.38836266537;-1461.77633495044
-2009.9424605718;-1525.9759713211
-1975.37342567657;-1600.05247477052
-1970.4349921372;-1664.25211114118
-2044.51149558662;-1703.75957969537
-2138.34173331313;-1743.26704812998
-2192.66450248545;-1772.89764948583
-2276.61787301363;-1792.65138376293
-2350.69437646305;-1792.65138376293
-2454.4014813879;-1748.20548166936
-2533.41641837669;-1713.63644677413
-2622.30822256383;-1674.12897821994
-2711.20002663138;-1659.31367760181
-2819.84556509561;-1649.43681040347
-2913.67580282212;-1659.31367760181
-3002.56760700926;-1708.69801323475
-3012.44447408802;-1802.52825096126
-2967.99857199445;-1921.05065650425
-2903.79893562379;-2009.9424605718
-2844.53773291208;-2069.20366340309
-2760.58436226433;-2163.0339011296
-2671.69255819677;-2261.80257239549
-2572.92388693088;-2355.63281012201
-2454.4014813879;-2385.26341147786
-2350.69437646305;-2390.20184501723
-2276.61787301363;-2419.83244637309
-2261.80257239549;-2523.53955129794
-2281.55630655301;-2622.30822256383
-2355.63281012201;-2681.56942527553
-2444.52461418956;-2740.83062810681
-2538.35485191607;-2790.21496373976
-2632.18508964259;-2824.78399863499
-2735.89219444785;-2869.22990072856
-2859.3530336498;-2874.16833426793
-2987.75230627154;-2869.22990072856
-3071.70567679972;-2879.10676792689
-3175.41278172457;-2869.22990072856
-3284.05832006922;-2869.22990072856
-3368.01169071697;-2898.86050208441
-3427.27289342868;-2982.81387273216
-3427.27289342868;-3051.9519426422
-3417.39602634992;-3121.09001255225
-3382.82699133511;-3170.47434818519
-3318.62735508403;-3234.67398443627
-3244.55085163461;-3259.36615225274
-3135.90531317038;-3284.05832006922
-3032.19820836511;-3318.62735508403
-2928.49110344026;-3343.3195229005
-2814.90713155623;-3363.0732571776
-2711.20002663138;-3377.88855779573
-2642.06195684092;-3422.3344598893
-2587.73918754902;-3486.53409625996
-2538.35485191607;-3545.79529897166
-2498.84738348146;-3609.99493534232
-2498.84738348146;-3669.25613805403
-2533.41641837669;-3728.51734088531
-2597.61605474736;-3782.84011005763
-2676.63099173615;-3807.53227787411
-2760.58436226433;-3802.59384433473
-2839.59929937271;-3782.84011005763
-2918.6142363615;-3738.39420796407
-3007.50604054864;-3693.94830599008
-3066.76724326034;-3684.07143879174
-3130.966879631;-3679.13300525236
-3170.47434818519;-3718.64047380655
-3205.04338308042;-3792.71697725597
-3214.92025015918;-3871.73191424477
-3224.79711735752;-3950.74685123357
-3249.48928517399;-4024.82335468298
-3298.87362080693;-4079.14612397489
-3368.01169071697;-4089.02299105365
-3447.02662770577;-4059.3923896978
-3506.28783053705;-4024.82335468298
-3560.61059970938;-3935.93155061543
-3590.24120106523;-3847.0397464283
-3619.87180242108;-3772.96324297888
-3684.07143879174;-3728.51734088531
-3753.20950870178;-3733.45577442469
-3842.10131288892;-3772.96324297888
-3851.97817996767;-3851.97817996767
-3827.2860121512;-3921.11624987771
-3797.65541079535;-3990.25431978776
-3738.39420796407;-4054.45395615842
-3698.88673952946;-4118.6535924095
-3659.37927097527;-4168.03792804244
-3609.99493534232;-4232.23756441311
-3550.73373251104;-4296.43720078377
-3491.47252979934;-4350.75996995609
-3427.27289342868;-4419.89803986613
-3348.25795643988;-4484.09767611721
-3269.24301945108;-4523.6051446714
-3175.41278172457;-4572.98948030435
-3096.39784461619;-4627.31224947667
-3032.19820836511;-4701.38875304567
-3017.38290762739;-4755.711522218
-3017.38290762739;-4800.15742431156
-3047.01350898325;-4859.41862702326
-3130.966879631;-4889.04922837912
-3209.9818166198;-4889.04922837912
-3284.05832006922;-4869.2954942216
-3372.95012425635;-4824.84959212804
-3422.3344598893;-4785.34212357385
-3461.84192844349;-4726.08092086214
-3491.47252979934;-4656.9428509521
-3540.85686543228;-4607.55851531916
-3609.99493534232;-4607.55851531916
-3674.19457171299;-4642.12755021439
-3753.20950870178;-4691.51188584733
-3802.59384433473;-4750.77308867862
-3847.0397464283;-4824.84959212804
-3876.67034778415;-4889.04922837912
-3906.30094914;-4968.06416548749
-3935.93155049585;-5047.07910247629
-3940.86998415481;-5150.78620728156
-3935.93155049585;-5229.80114438994
-3916.17781633834;-5308.81608137874
-3886.5472148629;-5382.89258482815
-3861.85504704643;-5442.15378753986
-3881.60878132353;-5506.35342391052
-3965.56215197128;-5516.23029098928
-4034.70022188132;-5501.41499037114
-4113.71515887012;-5427.33848692172
-4153.22262742431;-5348.32354981334
-4192.73009585892;-5289.06234710164
-4251.9912986902;-5224.86271073098
-4321.12936860024;-5190.29367583575
-4390.2674383907;-5200.17054291451
-4459.40550830074;-5224.86271073098
-4498.91297685493;-5289.06234710164
-4515.58019008023;-5364.3734589957
-4504.46871455683;-5453.26526306325
-4497.06106424777;-5523.63794141792
-4485.94958872437;-5597.71444486734
-4482.24576351005;-5671.79094831676
-4478.54193841531;-5749.5712769805
-4474.83811320098;-5812.53630490653
-4456.31898736852;-5886.61280835595
-4400.76160975156;-5916.2434097118
-4304.46215525536;-5897.72428387934
-4215.57035106823;-5879.20515804688
-4119.27089657202;-5831.05543073899
-4045.19439312261;-5831.05543073899
-3982.22936519658;-5849.57455657145
-3967.41406457845;-5908.83575940273
-3967.41406457845;-5956.98548659104
-3960.0064141498;-6023.6543397314
-3945.19111353166;-6101.43466839514
-3915.56051205623;-6175.51117184456
-3882.22608548605;-6260.69915081737
-3856.29930934453;-6342.18330457585
-3830.37253308342;-6416.25980814485
-3811.85340725096;-6516.2630877358
-3797.03810651324;-6579.22811566183
-3789.63045620418;-6653.30461911124
-3808.14958203663;-6723.67729746592
-3837.78018351207;-6794.04997570101
-3863.70695965359;-6853.3111785323
-3897.04138622377;-6901.46090572061
-3948.8949386264;-6938.49915750511
-4034.08291759921;-6960.72210855189
-4104.45559595389;-6957.01828333757
-4145.19767283313;-6942.20298259985
-4185.93974971238;-6901.46090572061
-4226.68182659162;-6868.12647915043
-4245.20095254366;-6805.16145122441
-4245.20095254366;-6731.08494777499
-4219.27417628255;-6660.71226953989
-4189.6435749267;-6612.562542232
-4178.53209940331;-6553.3013395203
-4174.82827418898;-6486.63248637995
-4178.53209940331;-6434.77893397731
-4200.75505045009;-6386.62920666942
-4241.49712732933;-6360.7024305279
-4289.64685451764;-6338.47947948111
-4326.68510630214;-6342.18330457585
-4382.24248391911;-6368.11008083696
-4437.79986153606;-6416.25980814485
-4485.94958872437;-6457.0018850241
-4515.58019008023;-6497.74396190334
-4548.9146166504;-6553.3013395203
-4548.9146166504;-6623.67401775539
-4552.61844186473;-6705.15817163346
-4541.50696634133;-6771.82702465423
-4526.69166560362;-6827.38440227119
-4515.58019008023;-6871.83030436476
-4497.06106424777;-6934.79533229078
-4482.24576351005;-7001.46418543114
-4471.13428810624;-7064.42921335716
-4426.68838601267;-7108.87511545073
-4382.24248391911;-7134.80189159226
-4311.86980556443;-7164.43249306769
-4282.23920420858;-7190.35926920922
-4245.20095254366;-7238.50899651711
-4219.27417628255;-7297.77019922881
-4208.16270075916;-7353.32757684577
-4219.27417628255;-7401.47730415366
-4260.01625316179;-7449.62703134197
-4319.27745599308;-7482.96145791215
-4404.46543496589;-7505.18440895893
-4482.24576351005;-7523.70353479139
-4597.06434395829;-7519.99970969665
-4682.2523229311;-7516.29588448232
-4748.92117607146;-7490.36910822121
-4804.47855356883;-7453.3308565563
-4852.62828087672;-7408.88495446273
-4908.18565849368;-7357.03140206009
-4945.2239101586;-7327.40080058466
-4978.55833672878;-7290.36254891974
-5023.00423882235;-7275.54724818203
-5063.74631570159;-7286.65872370542
-5111.89604300948;-7316.28932518085
-5148.9342946744;-7345.9199265367
-5189.67637155364;-7379.25435310688
-5234.12227364721;-7423.70025520045
-5263.75287512264;-7468.14615717443
-5285.97582616943;-7519.99970969665
-5293.38347647849;-7571.85326209928
-5300.79112678756;-7620.00298928759
-5315.60642752528;-7682.96801721362
-5326.71790304867;-7723.71009421244
-5337.82937857206;-7768.15599618643
-5382.27528066563;-7779.26747170982
-5441.53648337733;-7782.97129692415
-5497.09386099429;-7779.26747170982
-5552.65123861125;-7771.85982140075
-5623.02391684634;-7764.45217109169
-5674.87746924898;-7753.3406955683
-5723.02719655687;-7745.93304513965
-5763.76927343611;-7764.45217109169
-5778.58457417383;-7808.89807318525
-5778.58457417383;-7853.34397515924
-5763.76927343611;-7894.08605215806
-5711.91572103348;-7938.53195413205
-5663.76599372559;-7990.38550665427
-5619.32009163202;-8027.42375831919
-5585.98566518143;-8064.46201010369
-5571.17036444371;-8120.01938772065
-5541.53976308786;-8168.16911490895
-5504.50151130336;-8216.31884221685
-5463.75943442411;-8253.35709388176
-5411.90588202148;-8290.39534566627
-5382.27528066563;-8338.54507285457
-5356.34850440452;-8386.69480016247
-5352.6446791902;-8431.14070225604
-5363.75615471359;-8468.17895392095
-5397.09058128376;-8494.10573018206
-5441.53648337733;-8508.9210308002
-5485.9823854709;-8523.73633153791
-5534.13211265921;-8520.03250632359
-5597.09714058524;-8501.51338049113
-5648.95069310745;-8464.47512870663
-5704.50807060483;-8423.73305182739
-5745.25014760365;-8390.39862525721
-5800.80752510103;-8345.95272316364
-5863.77255314664;-8331.13742254551
-5904.51463002588;-8331.13742254551
-5952.66435721419;-8357.06419868704
-6000.81408452209;-8397.80627568586
-6026.74086066361;-8453.36365318324
-6048.9638117104;-8516.32868122885
-6060.07528723379;-8568.18223363148
-6060.07528723379;-8638.55491186657
-6052.66763692472;-8705.22376500693
