Iteration;Curv_abscissa;Cart_abscissa;Cart_ordinate;Elevation;Curvature;Vel_perturb;Velocity;Max_height;Width;Max_depth
100;53142;40399.1;97404.6;2;-0.000332628;0.103802;0.906624;131.993;1200;50
100;53594.6;40819.6;97572;2;-8.37283e-005;-0.531872;0.906624;131.993;1200;50
100;54164;41211.4;97985.2;2;0.000321841;-0.370743;0.906624;131.993;1200;50
100;54619;41599.3;98222.9;2;0.000362759;0.302587;0.906624;131.993;1200;50
100;55067.3;42010.8;98045.1;2;-3.22269e-005;0.740919;0.906624;131.993;1200;50
100;55449.6;42392.4;98021.6;2;-0.000415541;0.433423;0.906624;131.993;1200;50
100;56000.9;42833.2;98352.7;2;2.85378e-006;-0.840062;0.906624;131.993;1200;50
100;56442.1;43210.8;98580.8;2;0.000411841;-0.428997;0.906624;131.993;1200;50
100;56903.3;43602.8;98823.8;2;0.000653287;0.306433;0.906624;131.993;1200;50
100;57455;44029.9;98474.4;2;0.000291145;1.22247;0.906624;131.993;1200;50
100;57828.3;44402.7;98457;2;-0.000166052;0.998864;0.906624;131.993;1200;50
100;58230.4;44801.4;98404.4;2;-0.000286973;0.195336;0.906624;131.993;1200;50
100;58695.6;45204.2;98171.8;2;-0.000119567;-0.422903;0.906624;131.993;1200;50
100;59263.3;45605.3;98573.6;2;0.000482824;-0.531955;0.906624;131.993;1200;50
100;59702.7;46021.3;98432;2;0.000409924;0.497624;0.906624;131.993;1200;50
100;60268;46430.2;98041.6;2;0.000114083;0.82733;0.906624;131.993;1200;50
100;60699.7;46811.3;97838.8;2;-0.00057371;0.731751;0.906624;131.993;1200;50
100;61092.5;47198.5;97772.9;2;-0.000689816;-0.323014;0.906624;131.993;1200;50
100;61517.8;47622.7;97741.7;2;-0.000574225;-0.971497;0.906624;131.993;1200;50
100;62098.7;48042.6;98143.1;2;-0.000121192;-1.18989;0.906624;131.993;1200;50
100;62529.1;48408.9;98369.1;2;0.000198068;-0.638597;0.906624;131.993;1200;50
100;62920.9;48799.1;98403.4;2;0.000261244;-0.0309421;0.906624;131.993;1200;50
100;63373.1;49194.5;98623.1;2;0.000177508;0.368288;0.906624;131.993;1200;50
100;63778.8;49600.1;98614.2;2;0.000269147;0.2655;0.906624;131.993;1200;50
100;64174.9;49996.1;98615.9;2;0.000459908;0.280592;0.906624;131.993;1200;50
100;64639.5;50405;98836.6;2;0.000603566;0.577507;0.906624;131.993;1200;50
100;65227.9;50847.7;98449;2;0.000438713;1.08107;0.906624;131.993;1200;50
100;65786.2;51238.7;98050.6;2;-0.000132986;1.04988;0.906624;131.993;1200;50
100;66227.6;51611.5;97814.2;2;-0.000654372;0.381657;0.906624;131.993;1200;50
100;66843.4;51997;97333.9;2;-0.000795814;-1.06617;0.906624;131.993;1200;50
100;67459.6;52464.5;97735.2;2;-0.000508128;-1.47498;0.906624;131.993;1200;50
100;67989.6;52813.7;98134;2;2.06545e-005;-1.18556;0.906624;131.993;1200;50
100;68403.8;53200.6;97986.2;2;0.000121641;-0.381819;0.906624;131.993;1200;50
